date,route,expected_demand
2024-11-24,DEL-HYD,406
2024-11-25,BLR-HYD,218
2024-11-25,BOM-BLR,372
2024-11-25,DEL-BLR,422
2024-11-25,DEL-BOM,350
2024-11-25,DEL-HYD,354
2024-11-26,BLR-HYD,355
2024-11-26,BOM-BLR,322
2024-11-26,DEL-BLR,403
2024-11-26,DEL-BOM,381
2024-11-26,DEL-HYD,371
2024-11-27,BLR-HYD,461
2024-11-27,BOM-BLR,321
2024-11-27,DEL-BLR,285
2024-11-27,DEL-BOM,272
2024-11-27,DEL-HYD,450
2024-11-28,BLR-HYD,338
2024-11-28,BOM-BLR,371
2024-11-28,DEL-BLR,398
2024-11-28,DEL-BOM,387
2024-11-28,DEL-HYD,504
2024-11-29,BLR-HYD,123
2024-11-29,BOM-BLR,286
2024-11-29,DEL-BLR,363
2024-11-29,DEL-BOM,175
2024-11-29,DEL-HYD,168
2024-11-30,BLR-HYD,350
2024-11-30,BOM-BLR,231
2024-11-30,DEL-BLR,416
2024-11-30,DEL-BOM,466
2024-11-30,DEL-HYD,378
2024-12-01,BLR-HYD,267
2024-12-01,BOM-BLR,449
2024-12-01,DEL-BLR,460
2024-12-01,DEL-BOM,437
2024-12-01,DEL-HYD,335
2024-12-02,BLR-HYD,390
2024-12-02,BOM-BLR,362
2024-12-02,DEL-BLR,397
2024-12-02,DEL-BOM,276
2024-12-02,DEL-HYD,302
2024-12-03,BLR-HYD,346
2024-12-03,BOM-BLR,239
2024-12-03,DEL-BLR,204
2024-12-03,DEL-BOM,466
2024-12-03,DEL-HYD,180
2024-12-04,BLR-HYD,339
2024-12-04,BOM-BLR,235
2024-12-04,DEL-BLR,202
2024-12-04,DEL-BOM,262
2024-12-04,DEL-HYD,273
2024-12-05,BLR-HYD,342
2024-12-05,BOM-BLR,408
2024-12-05,DEL-BLR,204
2024-12-05,DEL-BOM,375
2024-12-05,DEL-HYD,206
2024-12-06,BLR-HYD,244
2024-12-06,BOM-BLR,160
2024-12-06,DEL-BLR,281
2024-12-06,DEL-BOM,330
2024-12-06,DEL-HYD,473
2024-12-07,BLR-HYD,375
2024-12-07,BOM-BLR,358
2024-12-07,DEL-BLR,291
2024-12-07,DEL-BOM,385
2024-12-07,DEL-HYD,245
2024-12-08,BLR-HYD,361
2024-12-08,BOM-BLR,455
2024-12-08,DEL-BLR,162
2024-12-08,DEL-BOM,264
2024-12-08,DEL-HYD,431
2024-12-09,BLR-HYD,227
2024-12-09,BOM-BLR,243
2024-12-09,DEL-BLR,338
2024-12-09,DEL-BOM,186
2024-12-09,DEL-HYD,502
2024-12-10,BLR-HYD,325
2024-12-10,BOM-BLR,310
2024-12-10,DEL-BLR,304
2024-12-10,DEL-BOM,497
2024-12-10,DEL-HYD,217
2024-12-11,BLR-HYD,245
2024-12-11,BOM-BLR,351
2024-12-11,DEL-BLR,438
2024-12-11,DEL-BOM,438
2024-12-11,DEL-HYD,361
2024-12-12,BLR-HYD,423
2024-12-12,BOM-BLR,331
2024-12-12,DEL-BLR,495
2024-12-12,DEL-BOM,378
2024-12-12,DEL-HYD,375
2024-12-13,BLR-HYD,255
2024-12-13,BOM-BLR,329
2024-12-13,DEL-BLR,333
2024-12-13,DEL-BOM,328
2024-12-13,DEL-HYD,284
2024-12-14,BLR-HYD,182
2024-12-14,BOM-BLR,516
2024-12-14,DEL-BLR,456
2024-12-14,DEL-BOM,410
2024-12-14,DEL-HYD,386
2024-12-15,BLR-HYD,200
2024-12-15,BOM-BLR,411
2024-12-15,DEL-BLR,564
2024-12-15,DEL-BOM,456
2024-12-15,DEL-HYD,391
2024-12-16,BLR-HYD,405
2024-12-16,BOM-BLR,236
2024-12-16,DEL-BLR,371
2024-12-16,DEL-BOM,438
2024-12-16,DEL-HYD,423
2024-12-17,BLR-HYD,267
2024-12-17,BOM-BLR,267
2024-12-17,DEL-BLR,383
2024-12-17,DEL-BOM,216
2024-12-17,DEL-HYD,339
2024-12-18,BLR-HYD,423
2024-12-18,BOM-BLR,355
2024-12-18,DEL-BLR,395
2024-12-18,DEL-BOM,482
2024-12-18,DEL-HYD,357
2024-12-19,BLR-HYD,362
2024-12-19,BOM-BLR,258
2024-12-19,DEL-BLR,295
2024-12-19,DEL-BOM,469
2024-12-19,DEL-HYD,312
2024-12-20,BLR-HYD,307
2024-12-20,BOM-BLR,299
2024-12-20,DEL-BLR,410
2024-12-20,DEL-BOM,399
2024-12-20,DEL-HYD,413
2024-12-21,BLR-HYD,201
2024-12-21,BOM-BLR,335
2024-12-21,DEL-BLR,230
2024-12-21,DEL-BOM,171
2024-12-21,DEL-HYD,277
2024-12-22,BLR-HYD,279
2024-12-22,BOM-BLR,220
2024-12-22,DEL-BLR,419
2024-12-22,DEL-BOM,329
2024-12-22,DEL-HYD,530
2024-12-23,BLR-HYD,306
2024-12-23,BOM-BLR,398
2024-12-23,DEL-BLR,222
2024-12-23,DEL-BOM,251
2024-12-23,DEL-HYD,425
2024-12-24,BLR-HYD,298
2024-12-24,BOM-BLR,214
2024-12-24,DEL-BLR,309
2024-12-24,DEL-BOM,415
2024-12-24,DEL-HYD,480
2024-12-25,BLR-HYD,195
2024-12-25,BOM-BLR,469
2024-12-25,DEL-BLR,394
2024-12-25,DEL-BOM,388
2024-12-25,DEL-HYD,369
2024-12-26,BLR-HYD,242
2024-12-26,BOM-BLR,311
2024-12-26,DEL-BLR,346
2024-12-26,DEL-BOM,485
2024-12-26,DEL-HYD,288
2024-12-27,BLR-HYD,350
2024-12-27,BOM-BLR,400
2024-12-27,DEL-BLR,262
2024-12-27,DEL-BOM,107
2024-12-27,DEL-HYD,350
2024-12-28,BLR-HYD,139
2024-12-28,BOM-BLR,259
2024-12-28,DEL-BLR,250
2024-12-28,DEL-BOM,326
2024-12-28,DEL-HYD,221
2024-12-29,BLR-HYD,276
2024-12-29,BOM-BLR,434
2024-12-29,DEL-BLR,348
2024-12-29,DEL-BOM,298
2024-12-29,DEL-HYD,284
2024-12-30,BLR-HYD,223
2024-12-30,BOM-BLR,316
2024-12-30,DEL-BLR,222
2024-12-30,DEL-BOM,267
2024-12-30,DEL-HYD,337
