date,route,fare_class,tickets_sold,price,revenue
2024-06-28,BLR-HYD,Business,65,11359,738335
2024-06-29,DEL-BOM,Economy,99,5969,590931
2024-06-29,DEL-BOM,Premium,166,6080,1009280
2024-06-29,DEL-BOM,Business,173,13641,2359893
2024-06-29,DEL-BLR,Economy,82,3503,287246
2024-06-29,DEL-BLR,Premium,191,9498,1814118
2024-06-29,DEL-BLR,Business,85,16604,1411340
2024-06-29,BOM-BLR,Economy,163,5426,884438
2024-06-29,BOM-BLR,Premium,127,7450,946150
2024-06-29,BOM-BLR,Business,189,12022,2272158
2024-06-29,DEL-HYD,Economy,177,4011,709947
2024-06-29,DEL-HYD,Premium,26,9026,234676
2024-06-29,DEL-HYD,Business,123,12646,1555458
2024-06-29,BLR-HYD,Economy,21,5289,111069
2024-06-29,BLR-HYD,Premium,99,6765,669735
2024-06-29,BLR-HYD,Business,195,12666,2469870
2024-06-30,DEL-BOM,Economy,38,4872,185136
2024-06-30,DEL-BOM,Premium,153,9888,1512864
2024-06-30,DEL-BOM,Business,69,15899,1097031
2024-06-30,DEL-BLR,Economy,42,3565,149730
2024-06-30,DEL-BLR,Premium,78,7794,607932
2024-06-30,DEL-BLR,Business,76,19305,1467180
2024-06-30,BOM-BLR,Economy,74,3556,263144
2024-06-30,BOM-BLR,Premium,40,7361,294440
2024-06-30,BOM-BLR,Business,199,10671,2123529
2024-06-30,DEL-HYD,Economy,29,3831,111099
2024-06-30,DEL-HYD,Premium,88,8075,710600
2024-06-30,DEL-HYD,Business,23,16763,385549
2024-06-30,BLR-HYD,Economy,93,4001,372093
2024-06-30,BLR-HYD,Premium,37,8338,308506
2024-06-30,BLR-HYD,Business,78,17234,1344252
2024-07-01,DEL-BOM,Economy,56,5514,308784
2024-07-01,DEL-BOM,Premium,180,6188,1113840
2024-07-01,DEL-BOM,Business,141,15901,2242041
2024-07-01,DEL-BLR,Economy,180,5223,940140
2024-07-01,DEL-BLR,Premium,104,6451,670904
2024-07-01,DEL-BLR,Business,190,15241,2895790
2024-07-01,BOM-BLR,Economy,57,3599,205143
2024-07-01,BOM-BLR,Premium,79,9520,752080
2024-07-01,BOM-BLR,Business,80,16000,1280000
2024-07-01,DEL-HYD,Economy,142,5091,722922
2024-07-01,DEL-HYD,Premium,159,7330,1165470
2024-07-01,DEL-HYD,Business,180,15790,2842200
2024-07-01,BLR-HYD,Economy,99,3984,394416
2024-07-01,BLR-HYD,Premium,71,8121,576591
2024-07-01,BLR-HYD,Business,96,14659,1407264
2024-07-02,DEL-BOM,Economy,181,3466,627346
2024-07-02,DEL-BOM,Premium,160,9041,1446560
2024-07-02,DEL-BOM,Business,88,18123,1594824
2024-07-02,DEL-BLR,Economy,90,5750,517500
2024-07-02,DEL-BLR,Premium,170,9985,1697450
2024-07-02,DEL-BLR,Business,75,16107,1208025
2024-07-02,BOM-BLR,Economy,144,5503,792432
2024-07-02,BOM-BLR,Premium,151,9012,1360812
2024-07-02,BOM-BLR,Business,140,19697,2757580
2024-07-02,DEL-HYD,Economy,141,5944,838104
2024-07-02,DEL-HYD,Premium,180,8247,1484460
2024-07-02,DEL-HYD,Business,168,13319,2237592
2024-07-02,BLR-HYD,Economy,146,4241,619186
2024-07-02,BLR-HYD,Premium,81,7523,609363
2024-07-02,BLR-HYD,Business,31,12888,399528
2024-07-03,DEL-BOM,Economy,150,4241,636150
2024-07-03,DEL-BOM,Premium,198,7495,1484010
2024-07-03,DEL-BOM,Business,150,15873,2380950
2024-07-03,DEL-BLR,Economy,171,4676,799596
2024-07-03,DEL-BLR,Premium,131,9092,1191052
2024-07-03,DEL-BLR,Business,108,14512,1567296
2024-07-03,BOM-BLR,Economy,179,4471,800309
2024-07-03,BOM-BLR,Premium,186,8515,1583790
2024-07-03,BOM-BLR,Business,61,16616,1013576
2024-07-03,DEL-HYD,Economy,21,3274,68754
2024-07-03,DEL-HYD,Premium,89,6891,613299
2024-07-03,DEL-HYD,Business,113,15969,1804497
2024-07-03,BLR-HYD,Economy,173,3439,594947
2024-07-03,BLR-HYD,Premium,27,6734,181818
2024-07-03,BLR-HYD,Business,174,12901,2244774
2024-07-04,DEL-BOM,Economy,147,5015,737205
2024-07-04,DEL-BOM,Premium,50,7291,364550
2024-07-04,DEL-BOM,Business,107,12389,1325623
2024-07-04,DEL-BLR,Economy,38,4651,176738
2024-07-04,DEL-BLR,Premium,33,9081,299673
2024-07-04,DEL-BLR,Business,83,16780,1392740
2024-07-04,BOM-BLR,Economy,190,3096,588240
2024-07-04,BOM-BLR,Premium,168,9336,1568448
2024-07-04,BOM-BLR,Business,46,14088,648048
2024-07-04,DEL-HYD,Economy,64,4031,257984
2024-07-04,DEL-HYD,Premium,144,7056,1016064
2024-07-04,DEL-HYD,Business,25,18634,465850
2024-07-04,BLR-HYD,Economy,99,3688,365112
2024-07-04,BLR-HYD,Premium,102,9516,970632
2024-07-04,BLR-HYD,Business,150,19910,2986500
2024-07-05,DEL-BOM,Economy,187,3689,689843
2024-07-05,DEL-BOM,Premium,52,7169,372788
2024-07-05,DEL-BOM,Business,35,17205,602175
2024-07-05,DEL-BLR,Economy,188,3746,704248
2024-07-05,DEL-BLR,Premium,131,9231,1209261
2024-07-05,DEL-BLR,Business,169,10656,1800864
2024-07-05,BOM-BLR,Economy,83,4882,405206
2024-07-05,BOM-BLR,Premium,24,8216,197184
2024-07-05,BOM-BLR,Business,52,19777,1028404
2024-07-05,DEL-HYD,Economy,156,3488,544128
2024-07-05,DEL-HYD,Premium,48,9930,476640
2024-07-05,DEL-HYD,Business,36,12114,436104
2024-07-05,BLR-HYD,Economy,161,5882,947002
2024-07-05,BLR-HYD,Premium,113,8284,936092
2024-07-05,BLR-HYD,Business,170,12520,2128400
2024-07-06,DEL-BOM,Economy,96,3552,340992
2024-07-06,DEL-BOM,Premium,147,8645,1270815
2024-07-06,DEL-BOM,Business,68,19695,1339260
2024-07-06,DEL-BLR,Economy,139,5804,806756
2024-07-06,DEL-BLR,Premium,155,7728,1197840
2024-07-06,DEL-BLR,Business,31,16092,498852
2024-07-06,BOM-BLR,Economy,114,4148,472872
2024-07-06,BOM-BLR,Premium,26,9582,249132
2024-07-06,BOM-BLR,Business,100,16034,1603400
2024-07-06,DEL-HYD,Economy,85,3265,277525
2024-07-06,DEL-HYD,Premium,96,8094,777024
2024-07-06,DEL-HYD,Business,190,15539,2952410
2024-07-06,BLR-HYD,Economy,173,3414,590622
2024-07-06,BLR-HYD,Premium,96,6982,670272
2024-07-06,BLR-HYD,Business,150,12787,1918050
2024-07-07,DEL-BOM,Economy,182,4038,734916
2024-07-07,DEL-BOM,Premium,112,6358,712096
2024-07-07,DEL-BOM,Business,94,11831,1112114
2024-07-07,DEL-BLR,Economy,176,3329,585904
2024-07-07,DEL-BLR,Premium,166,8339,1384274
2024-07-07,DEL-BLR,Business,162,14722,2384964
2024-07-07,BOM-BLR,Economy,128,3089,395392
2024-07-07,BOM-BLR,Premium,103,6672,687216
2024-07-07,BOM-BLR,Business,97,13523,1311731
2024-07-07,DEL-HYD,Economy,102,3686,375972
2024-07-07,DEL-HYD,Premium,114,9080,1035120
2024-07-07,DEL-HYD,Business,96,19531,1874976
2024-07-07,BLR-HYD,Economy,65,5869,381485
2024-07-07,BLR-HYD,Premium,114,9350,1065900
2024-07-07,BLR-HYD,Business,89,13772,1225708
2024-07-08,DEL-BOM,Economy,96,4329,415584
2024-07-08,DEL-BOM,Premium,20,9951,199020
2024-07-08,DEL-BOM,Business,59,12634,745406
2024-07-08,DEL-BLR,Economy,198,5154,1020492
2024-07-08,DEL-BLR,Premium,105,7866,825930
2024-07-08,DEL-BLR,Business,109,15876,1730484
2024-07-08,BOM-BLR,Economy,109,4594,500746
2024-07-08,BOM-BLR,Premium,91,6023,548093
2024-07-08,BOM-BLR,Business,139,11960,1662440
2024-07-08,DEL-HYD,Economy,44,3883,170852
2024-07-08,DEL-HYD,Premium,85,6960,591600
2024-07-08,DEL-HYD,Business,95,19470,1849650
2024-07-08,BLR-HYD,Economy,57,4440,253080
2024-07-08,BLR-HYD,Premium,193,8392,1619656
2024-07-08,BLR-HYD,Business,89,10591,942599
2024-07-09,DEL-BOM,Economy,34,5503,187102
2024-07-09,DEL-BOM,Premium,62,9068,562216
2024-07-09,DEL-BOM,Business,36,16037,577332
2024-07-09,DEL-BLR,Economy,74,5546,410404
2024-07-09,DEL-BLR,Premium,66,8877,585882
2024-07-09,DEL-BLR,Business,48,18988,911424
2024-07-09,BOM-BLR,Economy,67,3761,251987
2024-07-09,BOM-BLR,Premium,120,6684,802080
2024-07-09,BOM-BLR,Business,85,10227,869295
2024-07-09,DEL-HYD,Economy,44,5731,252164
2024-07-09,DEL-HYD,Premium,59,7686,453474
2024-07-09,DEL-HYD,Business,65,10768,699920
2024-07-09,BLR-HYD,Economy,142,4938,701196
2024-07-09,BLR-HYD,Premium,52,9305,483860
2024-07-09,BLR-HYD,Business,110,16939,1863290
2024-07-10,DEL-BOM,Economy,89,4477,398453
2024-07-10,DEL-BOM,Premium,127,7167,910209
2024-07-10,DEL-BOM,Business,43,11198,481514
2024-07-10,DEL-BLR,Economy,95,5372,510340
2024-07-10,DEL-BLR,Premium,111,6797,754467
2024-07-10,DEL-BLR,Business,63,14080,887040
2024-07-10,BOM-BLR,Economy,134,4851,650034
2024-07-10,BOM-BLR,Premium,75,7892,591900
2024-07-10,BOM-BLR,Business,116,19450,2256200
2024-07-10,DEL-HYD,Economy,126,4214,530964
2024-07-10,DEL-HYD,Premium,164,7702,1263128
2024-07-10,DEL-HYD,Business,73,12314,898922
2024-07-10,BLR-HYD,Economy,80,4859,388720
2024-07-10,BLR-HYD,Premium,133,8549,1137017
2024-07-10,BLR-HYD,Business,194,16884,3275496
2024-07-11,DEL-BOM,Economy,105,5367,563535
2024-07-11,DEL-BOM,Premium,124,7273,901852
2024-07-11,DEL-BOM,Business,182,14023,2552186
2024-07-11,DEL-BLR,Economy,130,3716,483080
2024-07-11,DEL-BLR,Premium,70,9884,691880
2024-07-11,DEL-BLR,Business,188,13131,2468628
2024-07-11,BOM-BLR,Economy,59,5724,337716
2024-07-11,BOM-BLR,Premium,131,7255,950405
2024-07-11,BOM-BLR,Business,99,19911,1971189
2024-07-11,DEL-HYD,Economy,191,5744,1097104
2024-07-11,DEL-HYD,Premium,51,6201,316251
2024-07-11,DEL-HYD,Business,165,17624,2907960
2024-07-11,BLR-HYD,Economy,154,5673,873642
2024-07-11,BLR-HYD,Premium,154,9367,1442518
2024-07-11,BLR-HYD,Business,129,17171,2215059
2024-07-12,DEL-BOM,Economy,153,3165,484245
2024-07-12,DEL-BOM,Premium,36,7115,256140
2024-07-12,DEL-BOM,Business,50,19422,971100
2024-07-12,DEL-BLR,Economy,126,5926,746676
2024-07-12,DEL-BLR,Premium,81,9994,809514
2024-07-12,DEL-BLR,Business,192,15403,2957376
2024-07-12,BOM-BLR,Economy,122,5428,662216
2024-07-12,BOM-BLR,Premium,162,9891,1602342
2024-07-12,BOM-BLR,Business,116,12102,1403832
2024-07-12,DEL-HYD,Economy,96,5174,496704
2024-07-12,DEL-HYD,Premium,112,9919,1110928
2024-07-12,DEL-HYD,Business,111,14330,1590630
2024-07-12,BLR-HYD,Economy,57,5186,295602
2024-07-12,BLR-HYD,Premium,20,8048,160960
2024-07-12,BLR-HYD,Business,115,10537,1211755
2024-07-13,DEL-BOM,Economy,106,5476,580456
2024-07-13,DEL-BOM,Premium,90,7374,663660
2024-07-13,DEL-BOM,Business,167,11690,1952230
2024-07-13,DEL-BLR,Economy,130,3467,450710
2024-07-13,DEL-BLR,Premium,128,9959,1274752
2024-07-13,DEL-BLR,Business,180,10444,1879920
2024-07-13,BOM-BLR,Economy,43,5198,223514
2024-07-13,BOM-BLR,Premium,196,6496,1273216
2024-07-13,BOM-BLR,Business,192,10493,2014656
2024-07-13,DEL-HYD,Economy,74,4426,327524
2024-07-13,DEL-HYD,Premium,183,8950,1637850
2024-07-13,DEL-HYD,Business,130,14350,1865500
2024-07-13,BLR-HYD,Economy,114,4883,556662
2024-07-13,BLR-HYD,Premium,190,6189,1175910
2024-07-13,BLR-HYD,Business,43,14931,642033
2024-07-14,DEL-BOM,Economy,147,4628,680316
2024-07-14,DEL-BOM,Premium,177,9282,1642914
2024-07-14,DEL-BOM,Business,56,15789,884184
2024-07-14,DEL-BLR,Economy,22,4145,91190
2024-07-14,DEL-BLR,Premium,144,7912,1139328
2024-07-14,DEL-BLR,Business,60,17630,1057800
2024-07-14,BOM-BLR,Economy,146,3196,466616
2024-07-14,BOM-BLR,Premium,110,6007,660770
2024-07-14,BOM-BLR,Business,83,17358,1440714
2024-07-14,DEL-HYD,Economy,112,4698,526176
2024-07-14,DEL-HYD,Premium,48,6552,314496
2024-07-14,DEL-HYD,Business,168,18104,3041472
2024-07-14,BLR-HYD,Economy,150,4458,668700
2024-07-14,BLR-HYD,Premium,172,9537,1640364
2024-07-14,BLR-HYD,Business,158,14087,2225746
2024-07-15,DEL-BOM,Economy,42,3815,160230
2024-07-15,DEL-BOM,Premium,50,6641,332050
2024-07-15,DEL-BOM,Business,160,15355,2456800
2024-07-15,DEL-BLR,Economy,147,5550,815850
2024-07-15,DEL-BLR,Premium,157,9092,1427444
2024-07-15,DEL-BLR,Business,42,16172,679224
2024-07-15,BOM-BLR,Economy,124,3307,410068
2024-07-15,BOM-BLR,Premium,120,6060,727200
2024-07-15,BOM-BLR,Business,89,16609,1478201
2024-07-15,DEL-HYD,Economy,40,3493,139720
2024-07-15,DEL-HYD,Premium,107,7545,807315
2024-07-15,DEL-HYD,Business,31,10761,333591
2024-07-15,BLR-HYD,Economy,133,3025,402325
2024-07-15,BLR-HYD,Premium,52,6228,323856
2024-07-15,BLR-HYD,Business,95,10760,1022200
2024-07-16,DEL-BOM,Economy,102,4592,468384
2024-07-16,DEL-BOM,Premium,82,7458,611556
2024-07-16,DEL-BOM,Business,155,14181,2198055
2024-07-16,DEL-BLR,Economy,58,4203,243774
2024-07-16,DEL-BLR,Premium,40,9176,367040
2024-07-16,DEL-BLR,Business,26,10144,263744
2024-07-16,BOM-BLR,Economy,103,3761,387383
2024-07-16,BOM-BLR,Premium,94,6928,651232
2024-07-16,BOM-BLR,Business,85,11110,944350
2024-07-16,DEL-HYD,Economy,60,3697,221820
2024-07-16,DEL-HYD,Premium,98,6782,664636
2024-07-16,DEL-HYD,Business,36,15064,542304
2024-07-16,BLR-HYD,Economy,55,4842,266310
2024-07-16,BLR-HYD,Premium,93,7091,659463
2024-07-16,BLR-HYD,Business,169,17933,3030677
2024-07-17,DEL-BOM,Economy,25,3409,85225
2024-07-17,DEL-BOM,Premium,71,7660,543860
2024-07-17,DEL-BOM,Business,84,10331,867804
2024-07-17,DEL-BLR,Economy,161,5794,932834
2024-07-17,DEL-BLR,Premium,157,6312,990984
2024-07-17,DEL-BLR,Business,85,12865,1093525
2024-07-17,BOM-BLR,Economy,33,4017,132561
2024-07-17,BOM-BLR,Premium,129,8883,1145907
2024-07-17,BOM-BLR,Business,186,18594,3458484
2024-07-17,DEL-HYD,Economy,163,3408,555504
2024-07-17,DEL-HYD,Premium,170,8698,1478660
2024-07-17,DEL-HYD,Business,44,11437,503228
2024-07-17,BLR-HYD,Economy,192,5682,1090944
2024-07-17,BLR-HYD,Premium,80,9378,750240
2024-07-17,BLR-HYD,Business,21,14541,305361
2024-07-18,DEL-BOM,Economy,199,4023,800577
2024-07-18,DEL-BOM,Premium,87,6264,544968
2024-07-18,DEL-BOM,Business,174,15097,2626878
2024-07-18,DEL-BLR,Economy,144,4596,661824
2024-07-18,DEL-BLR,Premium,153,7136,1091808
2024-07-18,DEL-BLR,Business,141,16010,2257410
2024-07-18,BOM-BLR,Economy,82,4390,359980
2024-07-18,BOM-BLR,Premium,151,6634,1001734
2024-07-18,BOM-BLR,Business,51,14677,748527
2024-07-18,DEL-HYD,Economy,190,4389,833910
2024-07-18,DEL-HYD,Premium,38,9544,362672
2024-07-18,DEL-HYD,Business,194,18245,3539530
2024-07-18,BLR-HYD,Economy,114,4426,504564
2024-07-18,BLR-HYD,Premium,84,9611,807324
2024-07-18,BLR-HYD,Business,45,10822,486990
2024-07-19,DEL-BOM,Economy,138,5939,819582
2024-07-19,DEL-BOM,Premium,148,8016,1186368
2024-07-19,DEL-BOM,Business,104,17862,1857648
2024-07-19,DEL-BLR,Economy,102,4116,419832
2024-07-19,DEL-BLR,Premium,75,9488,711600
2024-07-19,DEL-BLR,Business,90,12939,1164510
2024-07-19,BOM-BLR,Economy,29,4339,125831
2024-07-19,BOM-BLR,Premium,69,7981,550689
2024-07-19,BOM-BLR,Business,137,12775,1750175
2024-07-19,DEL-HYD,Economy,176,5127,902352
2024-07-19,DEL-HYD,Premium,142,7824,1111008
2024-07-19,DEL-HYD,Business,32,11369,363808
2024-07-19,BLR-HYD,Economy,129,5000,645000
2024-07-19,BLR-HYD,Premium,82,7057,578674
2024-07-19,BLR-HYD,Business,29,17991,521739
2024-07-20,DEL-BOM,Economy,99,4700,465300
2024-07-20,DEL-BOM,Premium,31,7839,243009
2024-07-20,DEL-BOM,Business,45,17545,789525
2024-07-20,DEL-BLR,Economy,31,5345,165695
2024-07-20,DEL-BLR,Premium,53,6364,337292
2024-07-20,DEL-BLR,Business,44,15370,676280
2024-07-20,BOM-BLR,Economy,98,3085,302330
2024-07-20,BOM-BLR,Premium,199,8903,1771697
2024-07-20,BOM-BLR,Business,112,12911,1446032
2024-07-20,DEL-HYD,Economy,51,5106,260406
2024-07-20,DEL-HYD,Premium,151,8833,1333783
2024-07-20,DEL-HYD,Business,100,15911,1591100
2024-07-20,BLR-HYD,Economy,85,5956,506260
2024-07-20,BLR-HYD,Premium,150,6484,972600
2024-07-20,BLR-HYD,Business,54,13483,728082
2024-07-21,DEL-BOM,Economy,37,5937,219669
2024-07-21,DEL-BOM,Premium,180,9495,1709100
2024-07-21,DEL-BOM,Business,76,15492,1177392
2024-07-21,DEL-BLR,Economy,75,5685,426375
2024-07-21,DEL-BLR,Premium,195,8667,1690065
2024-07-21,DEL-BLR,Business,93,12963,1205559
2024-07-21,BOM-BLR,Economy,120,4256,510720
2024-07-21,BOM-BLR,Premium,141,7052,994332
2024-07-21,BOM-BLR,Business,112,18879,2114448
2024-07-21,DEL-HYD,Economy,93,4746,441378
2024-07-21,DEL-HYD,Premium,156,8977,1400412
2024-07-21,DEL-HYD,Business,28,17910,501480
2024-07-21,BLR-HYD,Economy,153,3625,554625
2024-07-21,BLR-HYD,Premium,80,7833,626640
2024-07-21,BLR-HYD,Business,159,11555,1837245
2024-07-22,DEL-BOM,Economy,69,3675,253575
2024-07-22,DEL-BOM,Premium,88,9836,865568
2024-07-22,DEL-BOM,Business,159,18065,2872335
2024-07-22,DEL-BLR,Economy,197,4836,952692
2024-07-22,DEL-BLR,Premium,147,7582,1114554
2024-07-22,DEL-BLR,Business,20,16386,327720
2024-07-22,BOM-BLR,Economy,38,3414,129732
2024-07-22,BOM-BLR,Premium,106,9450,1001700
2024-07-22,BOM-BLR,Business,165,11878,1959870
2024-07-22,DEL-HYD,Economy,150,5358,803700
2024-07-22,DEL-HYD,Premium,77,6574,506198
2024-07-22,DEL-HYD,Business,145,12980,1882100
2024-07-22,BLR-HYD,Economy,113,4396,496748
2024-07-22,BLR-HYD,Premium,171,9988,1707948
2024-07-22,BLR-HYD,Business,122,15373,1875506
2024-07-23,DEL-BOM,Economy,88,4900,431200
2024-07-23,DEL-BOM,Premium,23,6983,160609
2024-07-23,DEL-BOM,Business,36,10815,389340
2024-07-23,DEL-BLR,Economy,191,5778,1103598
2024-07-23,DEL-BLR,Premium,136,7054,959344
2024-07-23,DEL-BLR,Business,153,19030,2911590
2024-07-23,BOM-BLR,Economy,181,4643,840383
2024-07-23,BOM-BLR,Premium,35,9187,321545
2024-07-23,BOM-BLR,Business,100,19029,1902900
2024-07-23,DEL-HYD,Economy,166,5282,876812
2024-07-23,DEL-HYD,Premium,176,6570,1156320
2024-07-23,DEL-HYD,Business,43,17091,734913
2024-07-23,BLR-HYD,Economy,99,5181,512919
2024-07-23,BLR-HYD,Premium,151,6347,958397
2024-07-23,BLR-HYD,Business,188,18774,3529512
2024-07-24,DEL-BOM,Economy,198,4600,910800
2024-07-24,DEL-BOM,Premium,49,8513,417137
2024-07-24,DEL-BOM,Business,177,12274,2172498
2024-07-24,DEL-BLR,Economy,186,5290,983940
2024-07-24,DEL-BLR,Premium,64,8418,538752
2024-07-24,DEL-BLR,Business,159,11950,1900050
2024-07-24,BOM-BLR,Economy,111,5219,579309
2024-07-24,BOM-BLR,Premium,96,7387,709152
2024-07-24,BOM-BLR,Business,154,18471,2844534
2024-07-24,DEL-HYD,Economy,38,4618,175484
2024-07-24,DEL-HYD,Premium,28,7703,215684
2024-07-24,DEL-HYD,Business,67,15289,1024363
2024-07-24,BLR-HYD,Economy,138,5428,749064
2024-07-24,BLR-HYD,Premium,176,9717,1710192
2024-07-24,BLR-HYD,Business,56,16635,931560
2024-07-25,DEL-BOM,Economy,57,4219,240483
2024-07-25,DEL-BOM,Premium,66,6726,443916
2024-07-25,DEL-BOM,Business,109,12815,1396835
2024-07-25,DEL-BLR,Economy,126,5984,753984
2024-07-25,DEL-BLR,Premium,161,8073,1299753
2024-07-25,DEL-BLR,Business,142,11074,1572508
2024-07-25,BOM-BLR,Economy,142,5052,717384
2024-07-25,BOM-BLR,Premium,20,9838,196760
2024-07-25,BOM-BLR,Business,30,16103,483090
2024-07-25,DEL-HYD,Economy,47,4741,222827
2024-07-25,DEL-HYD,Premium,147,7498,1102206
2024-07-25,DEL-HYD,Business,81,13688,1108728
2024-07-25,BLR-HYD,Economy,111,3792,420912
2024-07-25,BLR-HYD,Premium,63,8784,553392
2024-07-25,BLR-HYD,Business,161,18640,3001040
2024-07-26,DEL-BOM,Economy,99,3081,305019
2024-07-26,DEL-BOM,Premium,196,9314,1825544
2024-07-26,DEL-BOM,Business,75,14183,1063725
2024-07-26,DEL-BLR,Economy,116,5703,661548
2024-07-26,DEL-BLR,Premium,192,8599,1651008
2024-07-26,DEL-BLR,Business,33,11501,379533
2024-07-26,BOM-BLR,Economy,72,3230,232560
2024-07-26,BOM-BLR,Premium,194,6114,1186116
2024-07-26,BOM-BLR,Business,74,11041,817034
2024-07-26,DEL-HYD,Economy,35,3011,105385
2024-07-26,DEL-HYD,Premium,112,6729,753648
2024-07-26,DEL-HYD,Business,116,10540,1222640
2024-07-26,BLR-HYD,Economy,64,3076,196864
2024-07-26,BLR-HYD,Premium,34,8572,291448
2024-07-26,BLR-HYD,Business,120,18680,2241600
2024-07-27,DEL-BOM,Economy,141,5419,764079
2024-07-27,DEL-BOM,Premium,187,8524,1593988
2024-07-27,DEL-BOM,Business,181,19664,3559184
2024-07-27,DEL-BLR,Economy,22,3306,72732
2024-07-27,DEL-BLR,Premium,142,7797,1107174
2024-07-27,DEL-BLR,Business,36,13196,475056
2024-07-27,BOM-BLR,Economy,100,3340,334000
2024-07-27,BOM-BLR,Premium,90,9110,819900
2024-07-27,BOM-BLR,Business,67,15396,1031532
2024-07-27,DEL-HYD,Economy,101,4122,416322
2024-07-27,DEL-HYD,Premium,88,8226,723888
2024-07-27,DEL-HYD,Business,81,11478,929718
2024-07-27,BLR-HYD,Economy,45,4513,203085
2024-07-27,BLR-HYD,Premium,23,9998,229954
2024-07-27,BLR-HYD,Business,44,16050,706200
2024-07-28,DEL-BOM,Economy,196,3554,696584
2024-07-28,DEL-BOM,Premium,61,8651,527711
2024-07-28,DEL-BOM,Business,161,18787,3024707
2024-07-28,DEL-BLR,Economy,53,5123,271519
2024-07-28,DEL-BLR,Premium,49,7255,355495
2024-07-28,DEL-BLR,Business,57,17822,1015854
2024-07-28,BOM-BLR,Economy,193,5966,1151438
2024-07-28,BOM-BLR,Premium,191,9932,1897012
2024-07-28,BOM-BLR,Business,145,17147,2486315
2024-07-28,DEL-HYD,Economy,34,3233,109922
2024-07-28,DEL-HYD,Premium,46,6092,280232
2024-07-28,DEL-HYD,Business,71,15688,1113848
2024-07-28,BLR-HYD,Economy,139,5922,823158
2024-07-28,BLR-HYD,Premium,189,8244,1558116
2024-07-28,BLR-HYD,Business,99,17043,1687257
2024-07-29,DEL-BOM,Economy,21,5029,105609
2024-07-29,DEL-BOM,Premium,62,9921,615102
2024-07-29,DEL-BOM,Business,156,17496,2729376
2024-07-29,DEL-BLR,Economy,119,3255,387345
2024-07-29,DEL-BLR,Premium,164,7334,1202776
2024-07-29,DEL-BLR,Business,53,15806,837718
2024-07-29,BOM-BLR,Economy,22,3722,81884
2024-07-29,BOM-BLR,Premium,121,9116,1103036
2024-07-29,BOM-BLR,Business,94,15493,1456342
2024-07-29,DEL-HYD,Economy,84,3386,284424
2024-07-29,DEL-HYD,Premium,178,7814,1390892
2024-07-29,DEL-HYD,Business,83,14200,1178600
2024-07-29,BLR-HYD,Economy,93,3659,340287
2024-07-29,BLR-HYD,Premium,72,8688,625536
2024-07-29,BLR-HYD,Business,77,16170,1245090
2024-07-30,DEL-BOM,Economy,48,3270,156960
2024-07-30,DEL-BOM,Premium,148,7130,1055240
2024-07-30,DEL-BOM,Business,22,12611,277442
2024-07-30,DEL-BLR,Economy,79,5593,441847
2024-07-30,DEL-BLR,Premium,108,7945,858060
2024-07-30,DEL-BLR,Business,38,13349,507262
2024-07-30,BOM-BLR,Economy,180,5725,1030500
2024-07-30,BOM-BLR,Premium,54,9199,496746
2024-07-30,BOM-BLR,Business,162,18281,2961522
2024-07-30,DEL-HYD,Economy,43,4356,187308
2024-07-30,DEL-HYD,Premium,117,6292,736164
2024-07-30,DEL-HYD,Business,20,12196,243920
2024-07-30,BLR-HYD,Economy,158,5091,804378
2024-07-30,BLR-HYD,Premium,127,9149,1161923
2024-07-30,BLR-HYD,Business,151,15775,2382025
2024-07-31,DEL-BOM,Economy,29,4132,119828
2024-07-31,DEL-BOM,Premium,153,6186,946458
2024-07-31,DEL-BOM,Business,27,15660,422820
2024-07-31,DEL-BLR,Economy,34,3534,120156
2024-07-31,DEL-BLR,Premium,47,9337,438839
2024-07-31,DEL-BLR,Business,23,15698,361054
2024-07-31,BOM-BLR,Economy,154,3054,470316
2024-07-31,BOM-BLR,Premium,106,9340,990040
2024-07-31,BOM-BLR,Business,62,10910,676420
2024-07-31,DEL-HYD,Economy,164,3949,647636
2024-07-31,DEL-HYD,Premium,23,6100,140300
2024-07-31,DEL-HYD,Business,53,15801,837453
2024-07-31,BLR-HYD,Economy,59,3352,197768
2024-07-31,BLR-HYD,Premium,175,9413,1647275
2024-07-31,BLR-HYD,Business,109,16855,1837195
2024-08-01,DEL-BOM,Economy,95,3738,355110
2024-08-01,DEL-BOM,Premium,29,6952,201608
2024-08-01,DEL-BOM,Business,184,18895,3476680
2024-08-01,DEL-BLR,Economy,98,5133,503034
2024-08-01,DEL-BLR,Premium,187,8107,1516009
2024-08-01,DEL-BLR,Business,67,14969,1002923
2024-08-01,BOM-BLR,Economy,166,3967,658522
2024-08-01,BOM-BLR,Premium,184,6848,1260032
2024-08-01,BOM-BLR,Business,149,11760,1752240
2024-08-01,DEL-HYD,Economy,49,5731,280819
2024-08-01,DEL-HYD,Premium,140,9827,1375780
2024-08-01,DEL-HYD,Business,158,14295,2258610
2024-08-01,BLR-HYD,Economy,93,4791,445563
2024-08-01,BLR-HYD,Premium,39,9142,356538
2024-08-01,BLR-HYD,Business,149,14615,2177635
2024-08-02,DEL-BOM,Economy,32,3724,119168
2024-08-02,DEL-BOM,Premium,54,8349,450846
2024-08-02,DEL-BOM,Business,34,19330,657220
2024-08-02,DEL-BLR,Economy,83,5552,460816
2024-08-02,DEL-BLR,Premium,194,7537,1462178
